Cloud_Resource_ID,CPU_Utilization (%),Memory_Utilization (%),Network_Traffic (Mbps),Storage_Usage (GB),Auto-Scaling_Action,Scaling_Reason,Deep_Learning_Model,Model_Training_Time (hours),Model_Accuracy (%),Workload_Response_Time (ms),Auto-Scaling_Effectiveness,Auto-Scaling_Decision,Resource_Allocation (%),Auto-Scaling_Policy,Training_Data_Size (GB),Learning_Rate,Activation_Function,Loss_Function,Epochs_Trained
506,27.89722999,83.72387201,547.6119949,214.0858879,No Action,High Memory Usage,GAN,7.844065531,79.99088661,6.322512803,77.84326995,Scale Up,9.221200312,Predictive,43.9870893,0.005744575,Sigmoid,Cross-Entropy,87
507,77.3592271,70.40901341,224.4399649,164.04055,Scale Up,High CPU Usage,CNN,20.78500201,60.37146017,11.68229455,30.28486039,Scale Up,84.45422965,Threshold-based,3.215967809,0.009186252,Leaky ReLU,MSE,73
508,2.664504481,78.33921117,690.0251434,791.5987528,Scale Up,High Memory Usage,GAN,21.29913143,78.61505271,70.52231212,41.53356039,Scale Down,89.89968129,Threshold-based,33.77588406,0.009010866,Sigmoid,Cross-Entropy,22
509,11.47157297,13.41667808,683.9450058,958.7881355,Scale Down,High Memory Usage,RNN,12.57370326,52.41864524,89.06370927,10.0875217,Scale Up,83.97111558,Reactive,81.95764472,0.004127614,ReLU,MAE,38
510,46.78012276,13.12600139,182.102883,6.921644065,Scale Up,High CPU Usage,LSTM,4.150537198,54.90437137,27.70027762,53.20637568,Scale Down,18.34129525,Predictive,43.188847,0.007149134,Tanh,MAE,23
511,8.487630895,63.09161282,465.6763001,863.6129342,No Action,High Memory Usage,RNN,9.868097702,78.67478029,3.32549358,69.81619261,No Action,49.81135493,Reactive,1.635698803,0.006695487,Leaky ReLU,Cross-Entropy,74
512,39.68844595,19.23975854,89.97952251,976.3593551,Scale Down,High Network Traffic,LSTM,4.990056167,88.35975027,80.1938262,72.44643115,Scale Up,97.40042255,Reactive,96.48681312,0.005396185,Sigmoid,Cross-Entropy,63
513,15.09261882,84.54592052,724.9409139,926.1126569,Scale Down,High CPU Usage,GAN,8.563800978,94.90365197,71.10676748,90.44137932,No Action,8.502131462,Threshold-based,56.52344373,0.002255071,Sigmoid,MSE,18
514,68.71437597,42.78820143,467.3270891,0.094419524,No Action,High Network Traffic,LSTM,23.13782867,92.8042834,43.85869203,35.79990607,Scale Up,28.0840706,Threshold-based,67.3808096,0.004437605,Sigmoid,MSE,9
515,56.80011048,14.98500987,916.2796466,821.6484924,No Action,High Network Traffic,GAN,13.47633371,53.94932632,64.59629946,80.82505017,Scale Down,43.04088593,Predictive,67.61321513,0.001606163,Sigmoid,MAE,3
516,37.5101336,67.07305044,54.02655299,875.8017215,Scale Down,High CPU Usage,CNN,4.625665882,88.07387658,61.82523657,46.70737688,Scale Down,6.200396352,Predictive,98.10980455,0.00361641,Sigmoid,MAE,53
517,84.08750968,88.99918607,786.451637,332.8202902,Scale Down,High Memory Usage,CNN,21.422599,59.22915601,58.16108147,14.92727599,Scale Up,67.38469383,Threshold-based,24.44569483,0.006186237,Leaky ReLU,MSE,39
518,20.83048169,94.71157578,73.04761565,81.45485145,Scale Down,High Network Traffic,GAN,3.081587886,60.83901938,23.71374848,11.93798333,Scale Up,34.89037583,Predictive,24.41096845,0.003817324,Tanh,MAE,29
519,59.65616927,98.52959583,93.20768476,617.9156555,Scale Up,High Network Traffic,LSTM,16.42402789,71.14816154,85.3409494,96.75513886,Scale Up,20.20726215,Predictive,82.49951925,0.008139028,Leaky ReLU,MSE,17
520,22.86811312,4.627073595,583.135146,19.52994433,Scale Up,High Network Traffic,RNN,12.22167355,99.81988487,18.10075621,12.7046242,Scale Down,54.25861628,Threshold-based,4.029710604,0.009677474,Sigmoid,MSE,84
521,51.99353903,94.29013412,196.7419946,750.2099559,Scale Down,High Network Traffic,CNN,22.65507223,97.30812102,14.27442699,24.04671873,Scale Up,22.65881995,Reactive,14.60965381,0.003173981,Leaky ReLU,MAE,66
522,75.47660374,81.10271962,217.4264125,726.2401829,Scale Up,High Memory Usage,CNN,4.445256661,56.60245451,95.15464798,17.39590343,No Action,96.81661362,Predictive,97.36031132,0.008236929,Tanh,MAE,98
523,66.28631468,41.82853532,253.9044229,719.7959281,Scale Up,High Memory Usage,LSTM,10.98419342,92.77569342,82.0408457,50.598425,Scale Down,38.19037544,Threshold-based,35.2164851,0.008316935,ReLU,MSE,63
524,3.2726507,52.69246353,45.71400115,486.1151521,Scale Down,High Network Traffic,CNN,4.706435157,88.06880746,44.36780606,55.58426043,No Action,27.23466369,Reactive,23.76305893,0.004205131,Sigmoid,MSE,23
525,63.32023642,20.23698691,762.7575865,439.9675628,Scale Up,High CPU Usage,GAN,18.8381994,98.08512863,25.22850697,12.26994641,Scale Down,19.05424895,Threshold-based,15.96953867,0.001958349,ReLU,MSE,66
526,4.817623825,21.14343321,557.2256932,123.4548001,Scale Down,High Network Traffic,GAN,6.914206908,68.22469051,87.66247779,77.82363727,Scale Up,55.0288399,Predictive,97.56726074,0.002760069,Leaky ReLU,Cross-Entropy,82
527,37.68071417,88.76872719,279.5499355,632.5416218,Scale Up,High CPU Usage,GAN,12.81886664,86.31087312,30.25184894,90.4484599,Scale Down,88.79536917,Reactive,61.07121848,0.001422002,Leaky ReLU,Cross-Entropy,38
528,40.20070267,38.06767798,638.047335,713.6483466,No Action,High Memory Usage,RNN,7.706711786,96.52510229,57.16026442,98.89131494,Scale Up,4.944356361,Predictive,62.66921886,0.003902301,Sigmoid,MSE,81
529,80.56790578,79.42641875,639.5612086,675.1027051,Scale Down,High Memory Usage,GAN,23.95377942,88.38461137,89.42439111,56.73251504,Scale Down,2.140588969,Threshold-based,64.67479012,0.005224388,ReLU,MSE,48
530,1.081573079,13.15721374,308.6203533,280.888954,Scale Down,High Memory Usage,LSTM,3.414267582,74.98128121,68.17422655,56.27574687,Scale Down,14.42784989,Reactive,48.58039019,0.004933441,Tanh,Cross-Entropy,89
531,25.21365108,95.42756423,401.9197235,603.1923578,No Action,High CPU Usage,CNN,18.51375516,80.43853292,32.40343933,43.63389499,Scale Up,60.50250455,Reactive,17.45004496,0.007113364,Tanh,MAE,48
532,9.677506767,72.05713982,120.1134621,160.9247081,Scale Up,High Network Traffic,RNN,5.779656378,51.79383387,29.59363342,60.93390291,Scale Down,19.46870729,Predictive,24.87654512,0.009769278,Sigmoid,Cross-Entropy,10
533,2.683705975,40.55199185,879.9662733,879.7427813,Scale Down,High CPU Usage,GAN,23.13564344,95.73220059,47.97875933,10.05412555,Scale Up,73.97643237,Predictive,93.93756658,0.008079765,Tanh,Cross-Entropy,40
534,17.28707797,89.04965382,425.550252,804.5477676,Scale Down,High Network Traffic,RNN,16.98016532,54.57591239,91.02775467,48.43833347,Scale Up,41.72037412,Predictive,5.261949593,0.003296248,ReLU,MAE,7
535,43.12285634,61.77684445,800.8164271,365.9702271,Scale Up,High CPU Usage,CNN,15.91666335,54.53809584,85.42718757,58.92208989,No Action,58.50271861,Threshold-based,17.6073376,0.009158053,ReLU,MSE,58
536,52.34747129,14.87039318,587.3560134,588.3907971,Scale Down,High Network Traffic,LSTM,7.431292339,66.12284381,62.9199403,65.45215126,No Action,10.72884624,Predictive,19.67273004,0.001971025,Leaky ReLU,MAE,59
537,7.741721007,58.52773198,8.465925202,504.9260862,No Action,High Network Traffic,GAN,3.966474503,62.898581,84.15248571,75.55589017,No Action,30.07022176,Reactive,31.32633562,0.003962292,Tanh,MAE,37
538,81.40392814,5.673358803,641.6695142,501.5622995,Scale Up,High CPU Usage,GAN,11.30630618,85.60222653,63.19177287,74.35784416,No Action,96.73194357,Predictive,73.82943403,0.00154516,Leaky ReLU,Cross-Entropy,14
539,93.64612688,26.83762113,246.6080612,577.8007427,No Action,High Network Traffic,CNN,5.187611273,51.0405729,88.93365265,48.59538867,Scale Down,20.56497974,Reactive,45.2273536,0.006753633,Sigmoid,MAE,95
540,20.74190854,49.58179072,138.6333998,68.19486027,Scale Up,High CPU Usage,RNN,15.89708776,95.20599642,18.10481526,66.24032385,Scale Down,94.96266836,Threshold-based,24.57691507,0.009088951,Tanh,MAE,22
541,48.80174307,73.29192269,664.1582396,842.1341999,Scale Up,High Memory Usage,LSTM,15.99195984,67.59404859,36.53339305,4.951491527,Scale Up,76.44862972,Predictive,8.502951476,0.009345053,Tanh,Cross-Entropy,66
542,33.74466406,33.57225721,664.4257694,828.0389301,Scale Up,High Network Traffic,LSTM,1.642546093,59.95478126,90.94785756,65.36748038,Scale Up,76.82631326,Reactive,5.780440745,0.005765492,Leaky ReLU,Cross-Entropy,59
543,71.89852599,84.88650359,408.4190034,738.2025579,Scale Up,High CPU Usage,RNN,8.692551936,84.08315798,42.10710377,80.89111244,Scale Down,4.345497176,Reactive,52.15460297,0.006467784,Tanh,MSE,96
544,58.69972341,8.638373231,214.6984777,133.4345035,Scale Down,High CPU Usage,LSTM,18.22323322,58.46558179,80.76701414,2.358844699,No Action,11.20487444,Predictive,40.83273683,0.005881537,Tanh,MAE,93
545,73.92230703,62.48955273,212.3930369,589.6369247,No Action,High CPU Usage,CNN,20.55966393,97.7250105,59.92765755,73.70540742,Scale Down,4.008178875,Threshold-based,86.13618673,0.006721726,Leaky ReLU,Cross-Entropy,26
546,63.39987983,29.82252465,731.5846176,847.8719911,Scale Up,High CPU Usage,GAN,19.72672234,75.74187458,5.166344425,56.82850049,Scale Down,98.02500286,Threshold-based,59.93973478,0.009044653,Tanh,MSE,52
547,35.26685368,1.125649089,966.8175385,264.8243777,Scale Up,High CPU Usage,LSTM,13.21371669,85.7230739,92.51410229,33.1133735,No Action,8.048936136,Threshold-based,49.14728993,0.009635797,ReLU,MSE,24
548,90.33498299,5.057436416,914.5568335,263.6596012,Scale Down,High CPU Usage,LSTM,2.43063435,73.1771482,64.23942105,76.28590351,No Action,89.13691489,Predictive,63.42774125,0.00281297,ReLU,Cross-Entropy,6
549,16.75343118,87.90476616,191.3079263,974.4628844,Scale Down,High Network Traffic,CNN,1.95936612,77.01212206,47.57346927,39.66526248,Scale Down,33.12580405,Reactive,2.277174748,0.005475511,ReLU,Cross-Entropy,25
550,28.90907148,86.6087592,602.8573777,133.8714408,Scale Down,High Memory Usage,CNN,12.25478082,88.5766645,10.32962032,31.26940403,Scale Down,98.87360978,Predictive,54.93243888,0.009890856,Sigmoid,MSE,46
551,52.16071626,34.61365082,770.9003861,684.4944843,No Action,High Network Traffic,CNN,8.919699763,92.99141679,24.05514012,88.0116512,No Action,67.40726426,Predictive,43.55606572,0.008647294,Sigmoid,MAE,60
552,70.47224993,43.96488516,215.5785079,115.6207458,Scale Up,High CPU Usage,CNN,16.63221326,72.05614546,61.78714606,22.67815365,No Action,97.59759854,Reactive,10.65204883,0.009114158,Tanh,Cross-Entropy,72
553,64.47339689,89.66709837,658.5563157,483.6474417,Scale Down,High Network Traffic,RNN,7.547661255,55.71110793,68.25472553,42.42632237,No Action,66.36520454,Predictive,16.29267501,0.009455735,Leaky ReLU,MAE,12
554,22.1376723,42.65712643,846.5761271,637.6614528,Scale Up,High CPU Usage,RNN,18.07065281,99.19081452,52.12718751,68.08169606,Scale Down,75.77154606,Threshold-based,39.62333942,0.00876459,ReLU,MSE,20
555,71.21312047,98.55527107,136.0695346,866.0221989,Scale Up,High Memory Usage,LSTM,18.62665695,60.0433006,35.60549751,14.57340168,Scale Up,71.08012645,Reactive,42.10718889,0.006432714,Leaky ReLU,Cross-Entropy,84
556,56.4942833,38.8475107,102.9806012,559.8402853,Scale Up,High Network Traffic,RNN,17.58329831,67.37919163,51.55506055,42.97296591,No Action,53.09280429,Threshold-based,93.5683656,0.008575638,ReLU,MSE,33
557,30.36680631,94.96119957,515.7271903,607.356832,Scale Up,High Network Traffic,CNN,23.23843199,91.79836278,8.906412998,43.05387068,Scale Up,22.4804942,Threshold-based,77.55730324,0.002188069,Tanh,MAE,51
558,26.36732778,85.09828187,801.1457484,90.39458877,Scale Up,High Memory Usage,LSTM,13.90051645,94.25370552,59.37224535,1.790172291,No Action,56.72901973,Threshold-based,56.57151252,0.006805859,Leaky ReLU,MAE,59
559,39.88874175,67.27429081,220.8349428,214.8712938,Scale Up,High Network Traffic,RNN,9.638578855,85.87282751,81.41534063,93.62543261,No Action,20.15818169,Threshold-based,13.62641564,0.007026722,Tanh,MAE,76
560,29.01440604,99.64813068,456.8458003,108.4537956,No Action,High CPU Usage,GAN,12.5205001,68.54584436,63.88115183,94.79052067,Scale Down,9.934377026,Reactive,74.72007108,0.002983006,Sigmoid,MSE,92
561,10.39538883,31.55208408,631.1474367,739.7227535,No Action,High Memory Usage,LSTM,16.50823962,86.39492411,67.4475461,56.96003153,No Action,18.03122488,Reactive,14.3131686,0.007408242,Sigmoid,Cross-Entropy,44
562,21.37679577,13.45498948,834.5828594,536.2243307,No Action,High Memory Usage,GAN,7.237138374,94.32012677,73.1193934,98.03277189,Scale Down,90.25706844,Threshold-based,39.25352572,0.008240023,Sigmoid,Cross-Entropy,39
563,60.21545071,16.93567852,680.9217871,867.202089,No Action,High Network Traffic,GAN,3.569274158,91.77119743,31.58295688,5.344946389,No Action,58.39462628,Threshold-based,31.93226149,0.00911284,Sigmoid,MAE,38
564,97.25841297,2.803782618,852.4158803,15.54066308,Scale Down,High Memory Usage,GAN,4.698076578,84.18736774,86.2464595,44.01527799,No Action,98.26536482,Predictive,86.36878188,0.009298891,Tanh,MSE,83
565,5.280105829,80.44303183,519.3027474,911.3230624,No Action,High Memory Usage,RNN,18.59932977,80.34786552,78.60495533,91.95600878,Scale Down,65.25351044,Threshold-based,85.81195286,0.00176194,Sigmoid,Cross-Entropy,93
566,80.87326983,99.00001181,231.6693499,637.0477096,Scale Up,High Network Traffic,CNN,22.22616932,53.62359726,72.51127741,83.52438743,Scale Up,44.53459572,Reactive,55.2712909,0.005239471,Sigmoid,MAE,83
567,86.8739926,62.04224552,577.4147449,388.9654528,No Action,High Network Traffic,GAN,9.019268126,94.05720402,92.77330931,3.843160008,Scale Down,9.420955169,Reactive,90.36022473,0.003200277,Leaky ReLU,MAE,22
568,96.3491494,51.22072946,8.549752858,616.9212081,No Action,High CPU Usage,GAN,17.49903327,55.14359236,10.45023502,17.35951526,No Action,66.0232777,Threshold-based,47.69852292,0.002170037,ReLU,Cross-Entropy,67
569,54.57121902,22.84030271,948.0036502,793.9045856,No Action,High CPU Usage,GAN,1.251212404,71.52426046,64.61588535,57.01080982,No Action,37.38074004,Reactive,27.991478,0.006797671,Leaky ReLU,MAE,95
570,47.88642044,98.8240295,844.617773,941.5036772,No Action,High Memory Usage,CNN,10.40789591,59.63657637,87.43659151,18.99098933,Scale Down,48.13424912,Reactive,27.30652902,0.002977398,Sigmoid,MSE,14
571,62.31709361,12.87650118,410.0327487,685.0712689,Scale Up,High Network Traffic,RNN,21.51501808,96.86202051,36.48281851,61.90061532,No Action,44.36345666,Reactive,98.33140266,0.004316562,Sigmoid,Cross-Entropy,97
572,40.93261417,87.56544761,791.3301771,990.2426527,Scale Down,High CPU Usage,RNN,11.85050605,58.60004396,21.18265682,15.90126575,Scale Down,69.36508285,Reactive,61.43680454,0.006911875,Leaky ReLU,MSE,53
573,68.14041342,69.81666745,337.8107687,34.09915688,Scale Up,High Memory Usage,GAN,10.24942025,80.63648788,94.33233472,29.6973019,No Action,94.91262002,Predictive,57.174763,0.001231441,ReLU,Cross-Entropy,17
574,39.52021445,97.79200635,599.7552713,714.8943738,Scale Up,High Network Traffic,RNN,3.0363666,73.11582827,72.95829164,46.29536092,No Action,91.45694899,Predictive,53.28702317,0.009102998,Tanh,Cross-Entropy,16
575,37.64008188,61.99988177,776.6743548,944.2858346,No Action,High CPU Usage,RNN,15.70564933,73.71840487,90.46975427,91.80664655,No Action,28.96925223,Threshold-based,64.13337609,0.001707863,Sigmoid,Cross-Entropy,16
576,49.06397862,83.13781038,60.0496703,967.3357847,No Action,High Network Traffic,GAN,11.28221528,99.40827443,85.71640227,33.96744882,Scale Up,59.41120005,Predictive,57.37680543,0.002628837,ReLU,Cross-Entropy,82
577,90.27841831,98.63246067,280.7780202,648.3552805,Scale Up,High Network Traffic,GAN,8.248318451,50.63584934,98.43841105,40.11822837,Scale Up,93.04385935,Threshold-based,70.82089094,0.007841932,Tanh,MSE,68
578,91.09735994,60.62601433,403.0388191,521.3778431,Scale Up,High CPU Usage,CNN,18.43597133,78.67665216,43.88122864,98.53943018,Scale Up,0.788774786,Predictive,89.50672068,0.002421,Tanh,MAE,38
579,34.24530694,51.11889537,677.5056135,844.7806521,No Action,High Memory Usage,LSTM,9.335650504,78.56320071,64.18277734,38.25316617,Scale Down,98.94282403,Threshold-based,79.25796704,0.009120743,Leaky ReLU,MSE,10
580,6.948284541,26.72851775,313.4055576,723.4522309,Scale Up,High Network Traffic,LSTM,3.618885502,58.3648592,15.70645493,81.50638794,No Action,14.07783238,Predictive,91.06674322,0.008465968,Leaky ReLU,Cross-Entropy,69
581,34.46612539,8.314151111,760.7185342,511.0080664,Scale Up,High CPU Usage,RNN,2.086883952,92.08348851,13.30065048,73.19145526,Scale Up,39.36491433,Predictive,77.7356204,0.002357179,Sigmoid,MSE,49
582,20.39364718,93.61873988,620.984265,234.7939222,Scale Up,High CPU Usage,RNN,7.600313237,63.2987522,29.32489188,61.75966546,No Action,70.04353052,Threshold-based,54.85426031,0.001485904,Sigmoid,MAE,90
583,17.58637786,82.18177979,43.31277902,240.6383072,Scale Up,High CPU Usage,CNN,12.68667752,55.92174257,49.35343644,15.01689272,Scale Down,3.713773893,Threshold-based,42.06990236,0.008859651,ReLU,MSE,51
584,44.89540606,10.44854727,315.69824,96.39811953,No Action,High CPU Usage,LSTM,1.593144935,56.12816252,26.71351759,66.0225768,No Action,89.33078967,Threshold-based,14.36013087,0.003099344,ReLU,MAE,17
585,56.9379891,47.75499715,295.3778538,620.9159356,Scale Down,High CPU Usage,RNN,11.76447845,67.23950877,45.10809563,66.38719827,Scale Down,72.00184668,Reactive,90.10026071,0.007320165,Tanh,MSE,82
586,13.93959266,13.31554578,87.37729993,295.8185955,Scale Up,High CPU Usage,GAN,3.031811125,88.65790837,27.24051426,28.75843638,Scale Down,2.205113601,Predictive,1.630404508,0.008985203,Tanh,MAE,21
587,70.714597,66.68986875,114.7782384,325.9652683,Scale Down,High Network Traffic,CNN,3.384919484,81.86571821,75.5498935,33.89513034,No Action,36.13584241,Reactive,68.57017401,0.002370177,Sigmoid,Cross-Entropy,93
588,35.0605899,40.18911424,247.6396543,597.874492,Scale Down,High Memory Usage,GAN,1.609033993,94.32753176,7.662528893,44.56102713,Scale Down,15.51649389,Reactive,13.97550244,0.008332348,ReLU,Cross-Entropy,94
589,11.51284488,50.0555127,996.601386,552.3008317,No Action,High Network Traffic,LSTM,6.259152928,79.82974206,80.20895625,86.75303559,Scale Up,0.280143097,Reactive,26.8232866,0.004908951,Tanh,MSE,48
590,42.33138207,7.610448412,396.37,381.1221001,No Action,High CPU Usage,RNN,17.02823135,60.74234385,19.48557664,67.90586047,Scale Down,7.239582413,Reactive,20.65839261,0.008594377,Leaky ReLU,MAE,59
591,16.95307103,71.05484169,627.6510808,999.2232139,Scale Up,High CPU Usage,GAN,7.42043524,54.29966555,1.367732654,58.04199793,Scale Up,6.184954038,Threshold-based,85.9880056,0.005645397,Tanh,MAE,75
592,78.09040063,19.50751106,437.0065873,107.699606,No Action,High CPU Usage,CNN,17.32400911,74.56653723,61.82871441,5.767517442,Scale Down,98.42424877,Reactive,56.83649799,0.001421902,ReLU,MSE,18
593,96.31799364,39.63524914,140.7034962,715.4797199,No Action,High Network Traffic,LSTM,19.97677703,95.71210651,84.03612435,94.10165158,Scale Down,33.71273978,Threshold-based,35.84715663,0.005858562,Leaky ReLU,Cross-Entropy,53
594,94.52517603,33.75254077,590.5909635,802.305523,Scale Down,High Network Traffic,CNN,13.52716136,62.87956253,99.95970954,95.47131414,Scale Up,99.89412224,Predictive,80.66637554,0.002913125,Leaky ReLU,MAE,62
595,31.60679266,73.33807368,16.57753268,808.5025439,Scale Down,High Memory Usage,RNN,11.45910169,78.87980607,14.14017654,10.81641148,Scale Down,11.87129067,Threshold-based,94.23899813,0.002827718,Sigmoid,Cross-Entropy,55
596,84.51284672,99.37601854,184.9540441,242.4627823,No Action,High Network Traffic,GAN,18.46523175,62.51773236,28.28667048,90.60290157,Scale Up,86.98447815,Predictive,78.38513079,0.001218614,Tanh,MSE,77
597,69.87577593,48.72546821,296.5937079,31.18676086,No Action,High Network Traffic,LSTM,3.012521824,94.11401854,20.37887275,91.65405499,Scale Up,84.66259773,Threshold-based,36.29482177,0.003736219,Tanh,Cross-Entropy,56
598,6.500229651,9.303316822,738.2696229,877.4854241,Scale Up,High Memory Usage,GAN,12.28233838,95.40367871,14.99314097,90.23718182,Scale Up,82.63922983,Threshold-based,18.70029595,0.009180399,Sigmoid,Cross-Entropy,17
599,3.115414545,9.247562929,977.7447224,281.6626182,Scale Up,High Network Traffic,GAN,5.312011872,79.69760629,82.93754158,75.24400774,Scale Down,0.722275972,Threshold-based,82.52206411,0.001150172,Tanh,MAE,32
600,77.79406018,69.29107994,884.98901,850.1913628,No Action,High Memory Usage,LSTM,10.81139405,69.51647789,71.54381238,40.65987794,Scale Up,66.71094361,Reactive,74.26733056,0.001723629,ReLU,MSE,26
601,42.81319994,10.53118204,944.6875125,164.0072642,Scale Up,High CPU Usage,CNN,3.445097605,77.21413113,53.10768509,36.21801528,No Action,74.15664965,Threshold-based,25.83190793,0.002182628,Tanh,Cross-Entropy,97
602,67.88727758,69.96663915,152.623313,951.5740508,No Action,High CPU Usage,GAN,14.13006011,64.92804277,86.401026,79.58137063,Scale Up,70.52585852,Threshold-based,12.59408713,0.003634123,Sigmoid,MAE,95
603,24.22612039,49.35975539,546.0948534,571.7331203,No Action,High CPU Usage,RNN,17.81977193,52.3362669,12.80844697,21.50639154,Scale Down,76.91736919,Threshold-based,36.55410642,0.00455714,Sigmoid,Cross-Entropy,36
604,33.74296789,50.97065472,668.920974,299.9063321,Scale Down,High CPU Usage,CNN,14.53941161,75.28000149,20.88768363,59.81735235,Scale Up,11.39427686,Reactive,80.96088482,0.006669538,ReLU,MAE,3
605,15.90228624,24.92179256,683.9278351,908.4776098,No Action,High Network Traffic,CNN,12.96243372,72.25132276,54.48554257,29.52044517,Scale Up,48.65264517,Predictive,87.17163705,0.005008175,Leaky ReLU,MAE,53
606,80.70680611,81.70336621,396.8740667,92.65515925,No Action,High Memory Usage,LSTM,5.174502751,74.44180072,31.12042526,0.832229327,Scale Down,2.754808861,Threshold-based,45.55821524,0.008285969,Tanh,MAE,85
607,50.50127004,23.87639589,213.5169088,511.7476255,Scale Up,High CPU Usage,LSTM,10.61236466,70.40218715,41.83615811,93.10865498,Scale Down,34.37093587,Predictive,8.227311569,0.003463816,Tanh,MSE,99
608,55.17851578,84.60338714,25.62958856,245.2250477,Scale Up,High Memory Usage,GAN,17.72739225,63.59025762,54.94418053,65.32844258,Scale Down,21.3893005,Reactive,56.30757633,0.002929016,Tanh,Cross-Entropy,3
609,66.84946371,11.56406331,336.3476551,560.3468846,Scale Up,High Memory Usage,GAN,12.99660683,85.0617953,72.39408346,7.589638473,Scale Up,75.4103839,Reactive,18.43540817,0.005559198,ReLU,MSE,70
610,38.81419501,78.07603478,524.6122484,803.2274033,Scale Down,High CPU Usage,LSTM,7.533203481,58.65046166,56.64871376,66.32150453,Scale Down,2.284009833,Predictive,96.00441298,0.003506268,ReLU,Cross-Entropy,58
611,36.49309119,86.77352475,433.7708666,265.3273996,No Action,High Network Traffic,CNN,2.286044965,55.28522682,85.89276611,34.06889766,Scale Up,47.69999895,Reactive,32.62273315,0.005737632,Leaky ReLU,MSE,12
612,27.17420624,70.48051911,458.5277171,572.3021438,Scale Down,High Network Traffic,CNN,20.26634527,64.06838931,68.96973246,35.85616283,Scale Down,82.29249262,Threshold-based,21.25482606,0.001284662,Sigmoid,MAE,89
613,86.31336945,61.13121789,639.3787293,788.757214,Scale Up,High Memory Usage,RNN,3.810073623,82.50739229,89.81612134,74.53131387,Scale Up,65.88754057,Predictive,76.23356554,0.004001628,Tanh,Cross-Entropy,48
614,0.793304329,85.12222929,110.5021824,538.7081016,No Action,High CPU Usage,LSTM,20.20582664,67.10208149,76.1007931,1.863183927,Scale Up,18.6564638,Threshold-based,10.71561043,0.009550812,Tanh,MAE,71
615,32.88400649,57.45062171,900.916816,198.594877,Scale Down,High Network Traffic,CNN,20.86020727,63.82554485,26.35447631,58.64397582,Scale Up,47.61324576,Threshold-based,26.74147854,0.002171541,Sigmoid,MAE,81
616,85.35505447,43.79705535,498.1110019,635.3019844,No Action,High Memory Usage,RNN,14.55338498,50.4126354,69.76636973,39.84310918,Scale Up,98.44249926,Threshold-based,96.98223196,0.006218352,Tanh,MSE,94
617,31.30837669,45.53473339,530.5218785,1.84632145,Scale Down,High Network Traffic,GAN,4.567193302,66.44925693,93.93458559,90.75983353,Scale Up,17.98791356,Predictive,95.84950882,0.004592266,Sigmoid,Cross-Entropy,30
618,96.3832032,30.45424652,842.6053351,338.88677,Scale Up,High CPU Usage,CNN,20.67202547,64.26853928,90.55240086,32.76736437,Scale Up,62.1938281,Predictive,23.93000695,0.00745038,Tanh,MSE,78
619,15.6659644,43.44670855,4.52489065,658.7673647,Scale Down,High Network Traffic,GAN,11.48459136,77.54842893,96.81534488,77.61011646,No Action,23.66844616,Reactive,38.1451679,0.007831875,ReLU,Cross-Entropy,44
620,23.10749037,76.82662329,945.7959225,663.8835728,No Action,High CPU Usage,LSTM,11.21105219,82.44778799,97.88891579,76.39453488,Scale Down,97.75942825,Threshold-based,44.32285032,0.009729037,Sigmoid,MSE,78
621,47.74983366,71.90374684,161.3901303,759.138895,No Action,High CPU Usage,GAN,4.902613979,76.53317052,20.84300982,71.32160977,Scale Up,48.8541103,Predictive,99.27325518,0.006822962,Sigmoid,MSE,15
622,17.44129129,45.08152039,124.8187354,48.4087433,Scale Down,High Memory Usage,CNN,20.65789946,55.28191645,44.46291351,6.709092249,No Action,56.70499787,Reactive,9.38964861,0.007357087,Sigmoid,Cross-Entropy,77
623,76.99480399,9.31601388,532.6460902,865.4876251,No Action,High Memory Usage,LSTM,4.310102233,53.62465344,81.56992198,96.73341603,Scale Down,18.87979773,Threshold-based,47.85665614,0.007190961,Leaky ReLU,Cross-Entropy,98
624,67.45300765,57.43619043,743.6776472,246.6337921,No Action,High CPU Usage,LSTM,11.28705871,84.20141756,39.99919729,69.04437542,Scale Up,34.89424197,Reactive,90.8985551,0.006689009,Leaky ReLU,MAE,10
625,43.70184775,26.85098099,473.8815002,431.5450705,No Action,High CPU Usage,RNN,1.88657768,68.7473777,48.01863461,3.506434362,No Action,93.19940356,Reactive,84.60702935,0.006936832,Leaky ReLU,Cross-Entropy,32
626,35.16753419,0.18000769,888.9286751,675.7083733,Scale Up,High Memory Usage,RNN,21.57397914,58.44856049,76.06129966,15.29833955,No Action,94.5311946,Predictive,98.18185656,0.006585324,Leaky ReLU,MSE,98
627,34.99781037,38.03580572,985.2458623,148.7881501,Scale Down,High CPU Usage,GAN,1.359604766,67.37437713,31.15896542,98.88046408,Scale Down,19.11449331,Threshold-based,29.88372614,0.009002352,Sigmoid,MAE,80
628,53.54026107,74.26062464,906.6160988,418.6851875,Scale Up,High Network Traffic,RNN,12.64033028,51.97947298,70.01165241,26.10973294,No Action,17.38098976,Reactive,96.63814249,0.00363564,Leaky ReLU,MSE,23
629,61.90366549,51.83307504,115.7469312,995.7332399,No Action,High CPU Usage,GAN,21.54790158,74.50427447,93.46614101,0.060384071,Scale Up,89.52326876,Reactive,74.39525989,0.004583617,ReLU,MAE,36
